seq	status	primary	maturity	importance	path	lineage
1990	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp05_sigma_from_272.py	-
1991	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/01-OPERATION-UNIVERSE-ANALYSIS.md	-
1992	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/02-AUTHORITY-BOUNDARY-ANALYSIS.md	-
1993	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/03-DETERMINATION-SCOPE-ANALYSIS.md	-
1994	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/04-GAP-RECLASSIFICATION.md	-
1995	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/so_exp06_closure.py	-
1996	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/05-CANONICAL-DEPENDENCY-CLOSURE.md	-
1997	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/06-NORMATIVE-DECISION-REGISTER.md	-
1998	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/07-SECOND-ORDER-VERDICT.md	-
1999	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/README.md	-
2000	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-01_congruence_matrix.txt	-
2001	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-02_invariant_expressibility.txt	-
2002	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-03_adversarial_operations.txt	-
2003	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-04_mandated_invariants.txt	-
2004	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-05_sigma_from_272.txt	-
2005	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/exec/OUT-06_closure.txt	-
2006	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/00-ERRATA-TO-FIRST-ORDER.md	-
2007	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/canonical-construction/exec/oderive.py	-
2008	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/canonical-construction/exec/bandtest.py	-
2009	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/canonical-construction/exec/OUT-oderive.txt	-
2010	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/canonical-construction/exec/OUT-bandtest.txt	-
2011	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/canonical-construction/00-CONSTRUCTION-SCOPE.md	-
2012	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/canonical-construction/02-OPERATION-UNIVERSE.md	-
2013	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/canonical-construction/03-CANONICAL-K.md	-
2014	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/canonical-construction/01-GAP-RECLASSIFICATION.md	-
2015	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/canonical-construction/19-HUMAN-DECISION-REGISTER.md	-
2016	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/canonical-construction/BLOCKED-MANIFEST.md	-
2017	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/canonical-construction/21-THEORY-STATUS-VERDICT.md	-
2018	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/premise_audit.py	-
2019	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/04-ARCHITECT-ASSESSMENT-OF-THE-MANDATE.md	-
2020	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/01-STEP-272-PREMISE-AUDIT.md	-
2021	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/02-GAP-FULFILMENT-UPDATE.md	-
2022	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/03-DECISION-BRIEF.md	-
2023	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/second-order/REVIEWER-DOSSIER.md	-
2024	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/INDEX.md	-
2025	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/sigma0_check.py	-
2026	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/falsify_sigma0.py	-
2027	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/resolve_275_vs_272b.py	-
2028	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/07-SIGMA-VS-STRENGTH-RESOLUTION.md	-
2029	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/05-ADDENDUM-STEP-272A.md	-
2030	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/06-STEP-272B-REVIEW.md	-
2031	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/00-CORPUS-INVENTORY.md	-
2032	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-falsify_sigma0.txt	-
2033	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-resolve_275_vs_272b.txt	-
2034	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-sigma0_check.txt	-
2035	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/08-GAP-UPDATE-STEPS-272-279.md	-
2036	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-premise_audit.txt	-
2037	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/kos279.py	-
2038	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/__pycache__/kos279.cpython-313.pyc	-
2039	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/corpus.py	-
2040	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/__pycache__/corpus.cpython-313.pyc	-
2041	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/run_e_tests.py	-
2042	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/run_f_tests.py	-
2043	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/run_real_and_stats.py	-
2044	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-E-EXECUTION.txt	-
2045	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-F-EXECUTION.txt	-
2046	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-REAL-AND-STATS.txt	-
2047	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-CORPUS.txt	-
2048	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-TIMESTAMP.txt	-
2049	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/09-EMPIRICAL-CLOSURE-VERDICT.md	-
2050	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/10-STEP-280-COMPLETE-REPORT.md	-
2051	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/01-STEP-280-EXECUTION-PLAN.md	-
2052	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/02-TEST-CASE-SPECIFICATIONS.md	-
2053	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/03-END-TO-END-TEST-RESULTS.md	-
2054	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/04-FALSIFICATION-TEST-RESULTS.md	-
2055	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/05-REPLAY-TEST-RESULTS.md	-
2056	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/06-EMPIRICAL-EVIDENCE-REGISTER.md	-
2057	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/07-REPRODUCIBILITY-REPORT.md	-
2058	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/08-GAP-REGISTER-UPDATE.md	-
2059	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/exec/sigma.py	-
2060	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/exec/OUT-sigma.txt	-
2061	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/00-FRONTIER-FREEZE.md	-
2062	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/01-D0-AUTHORITY-STATUS.md	-
2063	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/02-272-RECONCILIATION.md	-
2064	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/03-SIGMA-STATUS.md	-
2065	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/04-MISSINGNESS-STATUS.md	-
2066	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/05-DETERMINATION-STATUS.md	-
2067	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/06-AUTHORITY-ACT-ANALYSIS.md	-
2068	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/07-RECONCILED-CLOSURE-REGISTER.md	-
2069	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/08-HUMAN-DECISION-DOSSIER.md	-
2070	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/09-NEXT-CONSTRUCTION-GATE.md	-
2071	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/09-GAP-UPDATE-STEPS-280-281.md	-
2072	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/kos279.py	-
2073	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/repairs.py	-
2074	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/test_repair_selection.py	-
2075	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/__pycache__/repairs.cpython-313.pyc	-
2076	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-REPAIR-SELECTION.txt	-
2077	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/test_distinguishability.py	-
2078	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-DISTINGUISHABILITY.txt	-
2079	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/test_invariant_preservation.py	-
2080	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-INVARIANTS.txt	-
2081	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/test_e4_rerun.py	-
2082	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-E4-RERUN.txt	-
2083	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/test_affected_falsification.py	-
2084	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/__pycache__/kos279.cpython-313.pyc	-
2085	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-AFFECTED-TESTS.txt	-
2086	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-TIMESTAMP.txt	-
2087	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/test_minimality.py	-
2088	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-MINIMALITY.txt	-
2089	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/01-REPAIR-SELECTION.md	-
2090	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/02-DISTINGUISHABILITY-PROOF.md	-
2091	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/03-MINIMALITY-PROOF.md	-
2092	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/04-INVARIANT-PRESERVATION-PROOF.md	-
2093	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/05-E4-RERUN-RESULTS.md	-
2094	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/06-AFFECTED-TESTS-RERUN-RESULTS.md	-
2095	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/07-GAP-REGISTER-UPDATE.md	-
2096	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/08-INTERNAL-CLOSURE-VERDICT.md	-
2097	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/09-STEP-281-COMPLETE-REPORT.md	-
2098	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/10-GAP-UPDATE-STEPS-281-282.md	-
2099	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/00A-CORPUS-FILE-INDEX.md	-
2100	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/kos279.py	-
2101	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/repairs.py	-
2102	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/f21_probability_necessity.py	-
2103	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-F21.txt	-
2104	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/kosfix.py	-
2105	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/f15_nonidentifiability.py	-
2106	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/__pycache__/kosfix.cpython-313.pyc	-
2107	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-F15.txt	-
2108	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/f17_f18_qt.py	-
2109	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-F17-F18.txt	-
2110	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/f16_f19_f20.py	-
2111	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/__pycache__/kos279.cpython-313.pyc	-
2112	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-F16-F19-F20.txt	-
2113	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/sufficiency.py	-
2114	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/exec/OUT-sufficiency.txt	-
2115	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/f14_and_contradictions.py	-
2116	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/__pycache__/repairs.cpython-313.pyc	-
2117	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-F14-CONTRADICTIONS.txt	-
2118	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/OUT-TIMESTAMP.txt	-
2119	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/11-E20-RECLASSIFICATION.md	-
2120	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/01-THEORY-CRITICALITY-REGISTER.md	-
2121	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/12-SUFFICIENCY-DEFINITION.md	-
2122	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/OUT-E4-RERUN.json	-
2123	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/gap-discovery/step-272/README.md	-
2124	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/03-THEORY-SCOPE-DECLARATION.md	-
2125	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/04-T3-PROBABILITY-NECESSITY-RESULT.md	-
2126	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/05-T4-NONIDENTIFIABILITY-RESULT.md	-
2127	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/06-QT-REPLAY-SERIALIZATION-RESULT.md	-
2128	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/07-POLICY-KNOWLEDGE-SEPARATION-RESULT.md	-
2129	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/08-DEPENDENCY-CYCLE-RESULT.md	-
2130	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/09-CLOSURE-DIMENSION-MATRIX.md	-
2131	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/10-STEP-282-FALSIFICATION-RESULTS.md	-
2132	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/10-REVIEW-AGAINST-STEPS-280-282.md	-
2133	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/11-STEP-282-HUMAN-DECISION-REGISTER.md	-
2134	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/12-STEP-282-SUPERVISORY-VERDICT.md	-
2135	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/kosmodel.py	-
2136	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/kosmodel.py	-
2137	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/kosmodel.py	-
2138	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/__pycache__/kosmodel.cpython-313.pyc	-
2139	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-E-RESULTS.json	-
2140	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-280/exec/OUT-F-RESULTS.json	-
2141	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/__pycache__/kosmodel.cpython-313.pyc	-
2142	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-281/exec/OUT-E4-RERUN.json	-
2143	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/exec/__pycache__/kosmodel.cpython-313.pyc	-
2144	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/13-C-NEW-CLOSURE-RECORD.md	-
2145	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/step-282/02-RESIDUAL-GAP-CLASSIFICATION.md	-
2146	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/handoff/01-CORPUS-SNAPSHOT-FREEZE.md	-
2147	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/handoff/02-O-CORE-AUTHORITATIVE-DETERMINATION.md	-
2148	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/handoff/03-RECONCILIATION-272A-272B-273-275.md	-
2149	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/handoff/04-GOVERNANCE-COLLISION-REGISTER.md	-
2150	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/handoff/05-CANONICAL-CONSTRUCT-REGISTRY.md	-
2151	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/handoff/06-HANDOFF-VERDICT.md	-
2152	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/prompts/20260831_0050_prompts.md	-
2153	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/analysis/theory-sync/evidence-computational-empirical.md	-
2154	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/analysis/theory-sync/evidence-definitions-formal.md	-
2155	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/analysis/THEORY-TO-BOOK-CANONICAL-STATE.md	-
2156	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/prompts/20260831_0105_prompts.md	-
2157	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/prompts/20260831_0106_prompts.md	-
2158	EXCLUDED	EXCLUDED_VERIFICATION	-	-	docs/knowledgeos/brainstorming/verification/consolidation/11-REVIEW-AGAINST-STEPS-283-284.md	-
2159	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/analysis/book-structure-crosswalk-proposal.md	-
2160	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/prompts/20260831_0144_prompts.md	-
2161	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/analysis/book-implementation-source-map.md	-
2162	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/prompts/20260831_0145_prompts.md	-
2163	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/analysis/canonical-implementation-contract-template.md	-
2164	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/analysis/OPERATION-CONTRACT-GAP.md	-
2165	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/analysis/TRANSFORMATION-CONTRACT-GAP.md	-
2166	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/analysis/DRAFT-HPA-RULING-operation-registry.md	-
2167	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/analysis/COMMISSION-operation-registry-derivation.md	-
2168	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/analysis/CANONICAL-IMPLEMENTATION-GAP.md	-
2169	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/commission-operation-registry/exec/circularity.py	-
2170	EXCLUDED	OUT_OF_SCOPE_ROOT	-	-	docs/knowledgeos/reviews/synthesis/commission-operation-registry/exec/inventory.py	-
