test_id	test_class	test_method	phpunit_result	assertions	time_s	first_detail_line	structural_layer	structural_area	business_intent	business_invariant	lifecycle_state	capability	actor	authorization	entry_point	authoritative_decision_source	business_decision_ownership	fixture_assumptions	expected_behaviour	failure_classification	evidence	coverage_contribution	coverage_gap	legacy_observation	open_question
Tests\Unit\Application\Election\LifecycleCapabilityBaselinePolicyTest::test_grants_for_all_allowed_states	Tests\Unit\Application\Election\LifecycleCapabilityBaselinePolicyTest	test_grants_for_all_allowed_states	PASSED	3	0.029		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\LifecycleCapabilityBaselinePolicyTest::test_grants_when_action_allowed_in_state	Tests\Unit\Application\Election\LifecycleCapabilityBaselinePolicyTest	test_grants_when_action_allowed_in_state	PASSED	3	0.029		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\LifecycleCapabilityBaselinePolicyTest::test_policy_declares_lifecycle_layer	Tests\Unit\Application\Election\LifecycleCapabilityBaselinePolicyTest	test_policy_declares_lifecycle_layer	PASSED	1	0.029		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\LifecycleCapabilityBaselinePolicyTest::test_pure_lifecycle_only_ignores_preconditions	Tests\Unit\Application\Election\LifecycleCapabilityBaselinePolicyTest	test_pure_lifecycle_only_ignores_preconditions	PASSED	1	0.029		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\LifecycleCapabilityBaselinePolicyTest::test_pure_lifecycle_only_ignores_role	Tests\Unit\Application\Election\LifecycleCapabilityBaselinePolicyTest	test_pure_lifecycle_only_ignores_role	PASSED	1	0.046		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OrchestrationInvariantTest::test_downstream_policies_skipped_after_short_circuit	Tests\Unit\Application\Election\OrchestrationInvariantTest	test_downstream_policies_skipped_after_short_circuit	PASSED	3	0.036		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OrchestrationInvariantTest::test_lifecycle_grant_cannot_override_overlay_denial	Tests\Unit\Application\Election\OrchestrationInvariantTest	test_lifecycle_grant_cannot_override_overlay_denial	PASSED	2	0.038		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OrchestrationInvariantTest::test_overlay_allows_resume_even_when_suspended	Tests\Unit\Application\Election\OrchestrationInvariantTest	test_overlay_allows_resume_even_when_suspended	PASSED	1	0.036		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OrchestrationInvariantTest::test_overlay_short_circuits_lifecycle_for_suspended_election	Tests\Unit\Application\Election\OrchestrationInvariantTest	test_overlay_short_circuits_lifecycle_for_suspended_election	PASSED	7	0.047		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OrchestrationInvariantTest::test_resolver_returns_decision_with_complete_trace	Tests\Unit\Application\Election\OrchestrationInvariantTest	test_resolver_returns_decision_with_complete_trace	PASSED	4	0.042		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OrchestrationInvariantTest::test_suspended_election_not_affecting_unsuspended	Tests\Unit\Application\Election\OrchestrationInvariantTest	test_suspended_election_not_affecting_unsuspended	PASSED	3	0.036		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OrchestrationInvariantTest::test_trace_preserves_termination_order	Tests\Unit\Application\Election\OrchestrationInvariantTest	test_trace_preserves_termination_order	PASSED	5	0.036		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OverlayCapabilityPolicyTest::test_abstains_for_all_actions_when_not_suspended	Tests\Unit\Application\Election\OverlayCapabilityPolicyTest	test_abstains_for_all_actions_when_not_suspended	PASSED	4	0.029		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OverlayCapabilityPolicyTest::test_abstrains_when_election_not_suspended	Tests\Unit\Application\Election\OverlayCapabilityPolicyTest	test_abstrains_when_election_not_suspended	PASSED	1	0.029		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OverlayCapabilityPolicyTest::test_allows_resume_even_when_suspended	Tests\Unit\Application\Election\OverlayCapabilityPolicyTest	test_allows_resume_even_when_suspended	PASSED	1	0.035		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OverlayCapabilityPolicyTest::test_denies_all_actions_except_resume_when_suspended	Tests\Unit\Application\Election\OverlayCapabilityPolicyTest	test_denies_all_actions_except_resume_when_suspended	PASSED	12	0.029		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OverlayCapabilityPolicyTest::test_denies_with_suspended_outcome_when_election_suspended	Tests\Unit\Application\Election\OverlayCapabilityPolicyTest	test_denies_with_suspended_outcome_when_election_suspended	PASSED	3	0.029		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OverlayCapabilityPolicyTest::test_overlay_policy_never_grants	Tests\Unit\Application\Election\OverlayCapabilityPolicyTest	test_overlay_policy_never_grants	PASSED	4	0.029		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\OverlayCapabilityPolicyTest::test_policy_declares_overlay_layer	Tests\Unit\Application\Election\OverlayCapabilityPolicyTest	test_policy_declares_overlay_layer	PASSED	1	0.030		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\QueryPolicyGuardTest::guard_allows_non_deprecated_field_queries	Tests\Unit\Application\Election\QueryPolicyGuardTest	guard_allows_non_deprecated_field_queries	PASSED	1	0.028		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\QueryPolicyGuardTest::guard_includes_context_in_exception	Tests\Unit\Application\Election\QueryPolicyGuardTest	guard_includes_context_in_exception	FAILURE	1	0.030	Expected exception	Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	Mechanism not yet established	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\QueryPolicyGuardTest::guard_is_injectable	Tests\Unit\Application\Election\QueryPolicyGuardTest	guard_is_injectable	PASSED	1	0.028		Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\QueryPolicyGuardTest::guard_logs_deprecated_query_attempts	Tests\Unit\Application\Election\QueryPolicyGuardTest	guard_logs_deprecated_query_attempts	ERROR	0	0.036	Error: Call to a member function warning() on null	Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	Mechanism not yet established	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\QueryPolicyGuardTest::guard_throws_for_is_active_queries	Tests\Unit\Application\Election\QueryPolicyGuardTest	guard_throws_for_is_active_queries	FAILURE	1	0.031	Failed asserting that exception of type "App\Exceptions\DeprecatedQueryException" is thrown.	Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	Mechanism not yet established	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\QueryPolicyGuardTest::guard_throws_when_deprecated_field_in_query	Tests\Unit\Application\Election\QueryPolicyGuardTest	guard_throws_when_deprecated_field_in_query	FAILURE	1	0.035	Failed asserting that exception of type "App\Exceptions\DeprecatedQueryException" is thrown.	Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	Mechanism not yet established	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\QueryPolicyGuardTest::guard_validates_multiple_query_criteria	Tests\Unit\Application\Election\QueryPolicyGuardTest	guard_validates_multiple_query_criteria	FAILURE	1	0.030	Failed asserting that exception of type "App\Exceptions\DeprecatedQueryException" is thrown.	Application (structural)	Election — general	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	Mechanism not yet established	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\CanonicalizationEquivalenceTest::test_canonical_hash_determines_continuity_observation	Tests\Unit\Application\Election\Security\CanonicalizationEquivalenceTest	test_canonical_hash_determines_continuity_observation	PASSED	1	0.037		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\CanonicalizationEquivalenceTest::test_canonicalization_consistent_for_replay	Tests\Unit\Application\Election\Security\CanonicalizationEquivalenceTest	test_canonicalization_consistent_for_replay	PASSED	1	1.039		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\CanonicalizationEquivalenceTest::test_canonicalization_resilient_to_whitespace_variation	Tests\Unit\Application\Election\Security\CanonicalizationEquivalenceTest	test_canonicalization_resilient_to_whitespace_variation	SKIPPED	0	0.035		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	Mechanism not yet established	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\CanonicalizationEquivalenceTest::test_different_elections_same_ip_produce_different_hashes	Tests\Unit\Application\Election\Security\CanonicalizationEquivalenceTest	test_different_elections_same_ip_produce_different_hashes	PASSED	1	0.035		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\CanonicalizationEquivalenceTest::test_same_raw_ip_same_election_always_same_hash	Tests\Unit\Application\Election\Security\CanonicalizationEquivalenceTest	test_same_raw_ip_same_election_always_same_hash	PASSED	5	0.033		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\ConstitutionalTrustSnapshotTest::test_denial_reason_populated	Tests\Unit\Application\Election\Security\ConstitutionalTrustSnapshotTest	test_denial_reason_populated	PASSED	2	0.000		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\ConstitutionalTrustSnapshotTest::test_snapshot_is_readonly	Tests\Unit\Application\Election\Security\ConstitutionalTrustSnapshotTest	test_snapshot_is_readonly	PASSED	3	0.000		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\ConstitutionalTrustSnapshotTest::test_snapshot_no_behavior_methods	Tests\Unit\Application\Election\Security\ConstitutionalTrustSnapshotTest	test_snapshot_no_behavior_methods	PASSED	4	0.000		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\ConstitutionalTrustSnapshotTest::test_split_authorization_protocol_flags	Tests\Unit\Application\Election\Security\ConstitutionalTrustSnapshotTest	test_split_authorization_protocol_flags	PASSED	2	0.000		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\ConstitutionalTrustSnapshotTest::test_trust_provenance_contains_policy_outcomes	Tests\Unit\Application\Election\Security\ConstitutionalTrustSnapshotTest	test_trust_provenance_contains_policy_outcomes	PASSED	2	0.000		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\IpEvidenceDeterminismTest::test_constitutional_evidence_snapshot_immutable	Tests\Unit\Application\Election\Security\IpEvidenceDeterminismTest	test_constitutional_evidence_snapshot_immutable	PASSED	1	0.000		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\IpEvidenceDeterminismTest::test_evaluation_timestamp_immutable	Tests\Unit\Application\Election\Security\IpEvidenceDeterminismTest	test_evaluation_timestamp_immutable	PASSED	1	1.001		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\IpEvidenceDeterminismTest::test_network_continuity_deterministic_regardless_of_evaluation_context	Tests\Unit\Application\Election\Security\IpEvidenceDeterminismTest	test_network_continuity_deterministic_regardless_of_evaluation_context	PASSED	2	0.001		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
Tests\Unit\Application\Election\Security\IpEvidenceDeterminismTest::test_network_hash_deterministic_same_election	Tests\Unit\Application\Election\Security\IpEvidenceDeterminismTest	test_network_hash_deterministic_same_election	PASSED	2	0.000		Application (structural)	Election Security	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	Unknown	NOT_ESTABLISHED	NOT_ESTABLISHED	n/a — passed	PHPUnit JUnit run 2026-08-12 (L1 only)	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED	NOT_ESTABLISHED
