seq	document_id	order_key	order_evidence	step	mtime	lane	bytes	n_math	n_introduced	introduced_top	path
889	Q00210	3|2026-08-24T16:39:22	3-filename-datestamp		2026-08-24T16:39	kernel	22400	0	0		docs/knowledgeos/brainstorming/kernel/20260824-163922-source-article-concept-of-time-in-vedas-and-quantum-physics.md
890	Q00211	3|2026-08-24T16:43:28	3-filename-datestamp		2026-08-24T16:43	kernel	14186	0	0		docs/knowledgeos/brainstorming/kernel/20260824-164328-pramana-as-epistemic-acquisition-layer-and-claim-provenance.md
891	Q00212	3|2026-08-24T16:44:47	3-filename-datestamp		2026-08-24T16:44	kernel	12803	0	0		docs/knowledgeos/brainstorming/kernel/20260824-164447-scientific-attitude-four-properties-as-knowledge-candidate-rules.md
892	Q00213	3|2026-08-24T16:46:53	3-filename-datestamp		2026-08-24T16:46	kernel	12750	0	0		docs/knowledgeos/brainstorming/kernel/20260824-164653-catuskoti-logic-lens-truth-need-not-be-binary.md
893	Q00214	3|2026-08-24T16:47:46	3-filename-datestamp		2026-08-24T16:47	kernel	13292	0	0		docs/knowledgeos/brainstorming/kernel/20260824-164746-cosmology-article-worlds-perspectives-processes-and-transitions.md
894	Q00215	3|2026-08-24T16:48:17	3-filename-datestamp		2026-08-24T16:48	kernel	12520	0	0		docs/knowledgeos/brainstorming/kernel/20260824-164817-cosmological-world-model-lens-for-knowledge-claims.md
895	Q00216	3|2026-08-24T16:54:11	3-filename-datestamp		2026-08-24T16:54	kernel	13258	0	0		docs/knowledgeos/brainstorming/kernel/20260824-165411-eschatology-lens-terminal-state-and-transformation-model.md
896	Q00217	3|2026-08-24T16:56:35	3-filename-datestamp		2026-08-24T16:56	kernel	12361	0	0		docs/knowledgeos/brainstorming/kernel/20260824-165635-catuskoti-four-valued-epistemic-status-logic-layer-tightening.md
897	Q00218	3|2026-08-24T17:12:03	3-filename-datestamp		2026-08-24T17:12	kernel	18842	0	0		docs/knowledgeos/brainstorming/kernel/20260824-171203-tractatus-centenary-edition-reality-to-knowledge-claim-chain.md
898	Q00219	3|2026-08-25T10:18:01	3-filename-datestamp		2026-08-25T10:18	kernel	23250	0	0		docs/knowledgeos/brainstorming/kernel/20260825-101801-shannon-weaver-information-is-not-meaning-is-not-knowledge.md
899	Q00220	3|2026-08-25T10:35:42	3-filename-datestamp		2026-08-25T10:35	kernel	70966	0	0		docs/knowledgeos/brainstorming/kernel/20260825-103542-principal-architect-review-bounded-dynamic-knowledge-model.md
900	Q00221	3|2026-08-25T11:05:25	3-filename-datestamp		2026-08-25T11:05	kernel	85871	0	0		docs/knowledgeos/brainstorming/kernel/20260825-110525-plantuml-model-knowledge-space-language-questions-and-evaluation.md
901	Q00222	3|2026-08-25T11:15:45	3-filename-datestamp		2026-08-25T11:15	kernel	20187	0	0		docs/knowledgeos/brainstorming/kernel/20260825-111545-what-are-we-actually-building-when-we-say-knowledgeos.md
902	Q00223	3|2026-08-25T11:32:43	3-filename-datestamp		2026-08-25T11:32	kernel	18784	0	0		docs/knowledgeos/brainstorming/kernel/20260825-113243-preservation-unit-versus-consistency-boundary-do-not-freeze-assertion-aggregate.md
903	Q00224	3|2026-08-25T11:37:18	3-filename-datestamp		2026-08-25T11:37	kernel	18062	0	0		docs/knowledgeos/brainstorming/kernel/20260825-113718-merricks-objects-and-persons-useful-concept-is-not-fundamental-object.md
904	Q00225	3|2026-08-25T11:39:38	3-filename-datestamp		2026-08-25T11:39	kernel	11312	0	0		docs/knowledgeos/brainstorming/kernel/20260825-113938-ontological-reduction-and-non-redundancy-model-research-direction.md
905	Q00226	3|2026-08-25T11:46:40	3-filename-datestamp		2026-08-25T11:46	kernel	14619	0	0		docs/knowledgeos/brainstorming/kernel/20260825-114640-merricks-truth-and-ontology-truthmaker-thesis-rejected.md
906	Q00227	3|2026-08-25T11:52:35	3-filename-datestamp		2026-08-25T11:52	kernel	31044	0	0		docs/knowledgeos/brainstorming/kernel/20260825-115235-mcginn-logical-properties-assessment-as-parallel-analytical-tool.md
907	Q00228	3|2026-08-25T11:56:04	3-filename-datestamp		2026-08-25T11:56	kernel	27913	0	0		docs/knowledgeos/brainstorming/kernel/20260825-115604-oconnor-persons-and-causes-agency-and-causal-powers.md
908	Q00229	3|2026-08-25T11:59:32	3-filename-datestamp		2026-08-25T11:59	kernel	15260	0	0		docs/knowledgeos/brainstorming/kernel/20260825-115932-information-theory-as-a-lens-for-knowledgeos.md
909	Q00230	3|2026-08-25T12:01:22	3-filename-datestamp		2026-08-25T12:01	kernel	16373	0	0		docs/knowledgeos/brainstorming/kernel/20260825-120122-mcginn-logical-properties-as-structural-primitives-of-knowledge-space.md
910	Q00231	3|2026-08-25T12:03:19	3-filename-datestamp		2026-08-25T12:03	kernel	40437	0	0		docs/knowledgeos/brainstorming/kernel/20260825-120319-information-theory-extracting-the-knowledge-space-architecture.md
911	Q00232	3|2026-08-25T12:05:14	3-filename-datestamp		2026-08-25T12:05	kernel	29287	0	0		docs/knowledgeos/brainstorming/kernel/20260825-120514-zero-lens-on-mcginn-the-kernel-is-not-knowledge.md
912	Q00233	3|2026-08-25T12:14:03	3-filename-datestamp		2026-08-25T12:14	kernel	16600	0	0		docs/knowledgeos/brainstorming/kernel/20260825-121403-recommended-next-research-set-before-freezing-knowledge-space-kernel.md
913	Q00234	3|2026-08-25T12:27:52	3-filename-datestamp		2026-08-25T12:27	kernel	28144	0	0		docs/knowledgeos/brainstorming/kernel/20260825-122752-floridi-philosophy-of-information-levels-of-abstraction-extraction.md
914	Q00235	3|2026-08-25T12:43:25	3-filename-datestamp		2026-08-25T12:43	kernel	9725	0	0		docs/knowledgeos/brainstorming/kernel/20260825-124325-dretske-knowledge-and-the-flow-of-information-initial-reading.md
915	Q00236	3|2026-08-25T12:57:08	3-filename-datestamp		2026-08-25T12:57	kernel	26010	0	0		docs/knowledgeos/brainstorming/kernel/20260825-125708-fagin-halpern-reasoning-about-knowledge-formal-knowledge-space-model.md
916	Q00237	3|2026-08-25T13:03:39	3-filename-datestamp		2026-08-25T13:03	kernel	6690	0	0		docs/knowledgeos/brainstorming/kernel/20260825-130339-critical-review-of-fagin-halpern-terminal-scrollback-partial.md
917	Q00238	3|2026-08-25T13:05:14	3-filename-datestamp		2026-08-25T13:05	kernel	18413	0	0		docs/knowledgeos/brainstorming/kernel/20260825-130514-critical-review-of-fagin-halpern-extraction-and-research-direction.md
918	Q00239	3|2026-08-25T13:09:32	3-filename-datestamp		2026-08-25T13:09	kernel	16727	0	0		docs/knowledgeos/brainstorming/kernel/20260825-130932-fagin-regime-not-kernel-acceptance-of-critique.md
919	Q00240	3|2026-08-25T13:23:29	3-filename-datestamp		2026-08-25T13:23	kernel	14743	0	0		docs/knowledgeos/brainstorming/kernel/20260825-132329-fagin-chapters-verified-ascribed-versus-computable-knowledge.md
920	Q00241	3|2026-08-25T13:34:56	3-filename-datestamp		2026-08-25T13:34	kernel	34321	0	0		docs/knowledgeos/brainstorming/kernel/20260825-133456-gardenfors-knowledge-in-flux-epistemic-state-as-primary-model.md
921	Q00242	3|2026-08-25T13:56:42	3-filename-datestamp		2026-08-25T13:56	kernel	18872	0	0		docs/knowledgeos/brainstorming/kernel/20260825-135642-evolving-knowledge-space-imagination-additions-not-yet-architecture.md
922	Q00243	3|2026-08-25T14:02:51	3-filename-datestamp		2026-08-25T14:02	kernel	9558	0	0		docs/knowledgeos/brainstorming/kernel/20260825-140251-per-agent-projection-divergence-without-divergent-reality.md
923	Q00244	3|2026-08-25T14:59:18	3-filename-datestamp		2026-08-25T14:59	kernel	9558	0	0		docs/knowledgeos/brainstorming/kernel/20260825-145918-per-agent-projection-divergence-without-divergent-reality-duplicate.md
924	Q00245	3|2026-08-25T14:59:48	3-filename-datestamp		2026-08-25T14:59	kernel	23250	0	0		docs/knowledgeos/brainstorming/kernel/20260825-145948-shannon-weaver-information-is-not-meaning-is-not-knowledge-duplicate.md
925	Q00246	3|2026-08-25T15:00:10	3-filename-datestamp		2026-08-25T15:00	kernel	18329	0	0		docs/knowledgeos/brainstorming/kernel/20260825-150010-consciousness-architecture-as-analogy-for-knowledge-layers-duplicate.md
926	Q00247	3|2026-08-25T15:50:35	3-filename-datestamp		2026-08-25T15:50	kernel	29287	0	0		docs/knowledgeos/brainstorming/kernel/20260825-155035-searle-construction-of-social-reality-institutional-layer.md
927	Q00248	3|2026-08-25T15:55:10	3-filename-datestamp		2026-08-25T15:55	kernel	5085	0	0		docs/knowledgeos/brainstorming/kernel/20260825-155510-knowledge-as-capacity-distinguished-from-information.md
928	Q00274	3|2026-08-25T16:28:24	3-filename-datestamp		2026-08-25T16:28	kernel	32607	0	0		docs/knowledgeos/brainstorming/kernel/20260825-162824-williamson-knowledge-as-primitive-stop-reductive-modelling.md
929	Q00275	3|2026-08-25T16:39:36	3-filename-datestamp		2026-08-25T16:39	kernel	30487	0	0		docs/knowledgeos/brainstorming/kernel/20260825-163936-brandom-making-it-explicit-inferential-commitment-layer.md
930	Q00276	3|2026-08-25T17:10:08	3-filename-datestamp		2026-08-25T17:10	kernel	37065	0	0		docs/knowledgeos/brainstorming/kernel/20260825-171008-gelfond-kahl-knowledge-representation-bounded-agent-test.md
931	Q00277	3|2026-08-25T17:18:53	3-filename-datestamp		2026-08-25T17:18	kernel	22585	0	0		docs/knowledgeos/brainstorming/kernel/20260825-171853-c15-reframed-knowledge-at-a-time-in-evolving-knowledge-space.md
932	Q00278	3|2026-08-25T17:21:21	3-filename-datestamp		2026-08-25T17:21	kernel	30620	0	0		docs/knowledgeos/brainstorming/kernel/20260825-172121-knowledge-element-versus-state-and-what-can-be-quantified.md
933	Q00279	3|2026-08-25T18:07:30	3-filename-datestamp		2026-08-25T18:07	kernel	26829	0	0		docs/knowledgeos/brainstorming/kernel/20260825-180730-brachman-levesque-infinite-belief-finite-representation.md
934	Q00280	3|2026-08-25T18:08:28	3-filename-datestamp		2026-08-25T18:08	kernel	3828	0	0		docs/knowledgeos/brainstorming/kernel/20260825-180828-knowledge-as-discriminate-select-decide-capability.md
935	Q00281	3|2026-08-25T18:10:38	3-filename-datestamp		2026-08-25T18:10	kernel	15972	0	0		docs/knowledgeos/brainstorming/kernel/20260825-181038-knowledge-measure-theory-v0-1-projection-as-measure.md
936	Q00282	3|2026-08-25T18:17:19	3-filename-datestamp		2026-08-25T18:17	kernel	16202	0	0		docs/knowledgeos/brainstorming/kernel/20260825-181719-challenge-to-knowledge-measure-theory-projection-is-not-a-measure.md
937	Q00285	3|2026-08-25T18:36:52	3-filename-datestamp		2026-08-25T18:36	kernel	18632	0	0		docs/knowledgeos/brainstorming/kernel/20260825-183652-critique-of-knowledge-measurement-theory-v0-2.md
938	Q00286	3|2026-08-25T18:42:34	3-filename-datestamp		2026-08-25T18:42	kernel	25769	0	0		docs/knowledgeos/brainstorming/kernel/20260825-184234-roberts-measurement-theory-meaningfulness-and-scale-types.md
939	Q00287	3|2026-08-25T18:43:32	3-filename-datestamp		2026-08-25T18:43	kernel	25212	0	0		docs/knowledgeos/brainstorming/kernel/20260825-184332-aggoun-elliott-measure-theory-and-filtering-verification.md
940	Q00288	3|2026-08-25T18:46:16	3-filename-datestamp		2026-08-25T18:46	kernel	28181	0	0		docs/knowledgeos/brainstorming/kernel/20260825-184616-knowledge-is-not-conditional-expectation-correction.md
941	Q00289	3|2026-08-25T18:47:55	3-filename-datestamp		2026-08-25T18:47	kernel	17546	0	0		docs/knowledgeos/brainstorming/kernel/20260825-184755-six-category-errors-in-the-mathematical-synthesis.md
942	Q00291	3|2026-08-25T19:03:19	3-filename-datestamp		2026-08-25T19:03	kernel	37346	0	0		docs/knowledgeos/brainstorming/kernel/20260825-190319-rejection-of-complete-mathematical-framework-claim.md
943	Q00292	3|2026-08-25T19:06:39	3-filename-datestamp		2026-08-25T19:06	kernel	9085	0	0		docs/knowledgeos/brainstorming/kernel/refinement_phase/20260825-190639_much-better-than-the-previous-version.md
944	Q00294	3|2026-08-25T19:23:51	3-filename-datestamp		2026-08-25T19:23	kernel	29862	0	0		docs/knowledgeos/brainstorming/kernel/20260825-192351-relational-logical-structure-as-core-mathematics-as-regimes.md
945	Q00295	3|2026-08-25T19:25:49	3-filename-datestamp		2026-08-25T19:25	kernel	5368	0	0		docs/knowledgeos/brainstorming/kernel/refinement_phase/20260825-192549_this-is-exactly-the-behaviour-we-want.md
946	Q00297	3|2026-08-25T19:29:31	3-filename-datestamp		2026-08-25T19:29	kernel	46103	0	0		docs/knowledgeos/brainstorming/kernel/20260825-192931-critical-analysis-of-the-senior-mathematical-judgment.md
947	Q00298	3|2026-08-25T19:29:48	3-filename-datestamp		2026-08-25T19:29	kernel	29862	0	0		docs/knowledgeos/brainstorming/kernel/20260825-192948-relational-logical-structure-as-core-mathematics-as-regimes-duplicate.md
948	Q00301	3|2026-08-25T20:42:44	3-filename-datestamp		2026-08-25T20:42	phase_measure_theory	9701	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-204244_where-to-concentrate-measure-theory-vs-knowledgeos-definition.md
949	Q00302	3|2026-08-25T21:07:50	3-filename-datestamp		2026-08-25T21:07	phase_measure_theory	35114	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-210750_phase-1-redefinition-what-phase-1-should-accomplish.md
950	Q00303	3|2026-08-25T21:16:12	3-filename-datestamp		2026-08-25T21:16	phase_measure_theory	39470	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-211612_where-to-concentrate-measure-theory-vs-knowledgeos-definition-expanded.md
951	Q00304	3|2026-08-25T21:44:34	3-filename-datestamp		2026-08-25T21:44	phase_measure_theory	12586	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-214434_independent-research-programme-knowledgeos-as-brain-of-a-computer.md
952	Q00305	3|2026-08-25T21:48:33	3-filename-datestamp		2026-08-25T21:48	phase_measure_theory	28333	56	3	State_R,Reconstruct_R,Devices	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-214833_knowledge-is-probably-not-the-kernel-object.md
953	Q00306	3|2026-08-25T21:54:34	3-filename-datestamp		2026-08-25T21:54	phase_measure_theory	28333	56	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-215434_knowledge-is-probably-not-the-kernel-object-duplicate.md
954	Q00307	3|2026-08-25T21:58:31	3-filename-datestamp		2026-08-25T21:58	phase_measure_theory	13511	13	2	DerivedMeaning,SubstrateFact	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-215831_refusal-research-hypothesis-must-not-become-frozen-kernel-contract.md
955	Q00308	3|2026-08-25T22:05:37	3-filename-datestamp		2026-08-25T22:05	phase_measure_theory	29233	136	10	WorldState_t,EpistemicState_t,State_14,K_14,Currentness,Observation_t,Probability_t,Probability_t+1,Attribution,F_s	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-220537_correctness-and-completeness-are-different.md
956	Q00309	3|2026-08-25T22:09:41	3-filename-datestamp		2026-08-25T22:09	phase_measure_theory	25345	63	13	prop,ctx,RegimeResult,t_valid,t_observed,t_available,t_attributed,t_recorded,t_superseded,CurrentAt,SystemState_14,Commitments,Degrees	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-220941_the-tuple-is-reasonable-but-not-yet-proven.md
957	Q00310	3|2026-08-25T22:13:01	3-filename-datestamp		2026-08-25T22:13	phase_measure_theory	20195	35	2	KB_t,R_logical	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-221301_next-research-direction-after-measure-theory.md
958	Q00311	3|2026-08-25T22:23:27	3-filename-datestamp		2026-08-25T22:23	phase_measure_theory	15781	29	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-222327_doignon-falmagne-knowledge-spaces-source-identified.md
959	Q00312	3|2026-08-25T22:29:15	3-filename-datestamp		2026-08-25T22:29	phase_measure_theory	21960	43	12	Ability,R_internal,Pritchard,highly,KernelFact,Perception,Testimony,Generalization,R_external,DoesNotKnow,Regimes,Take	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-222915_session-1-not-executing-continuously-process-observation.md
960	Q00313	3|2026-08-25T22:44:34	3-filename-datestamp		2026-08-25T22:44	phase_measure_theory	17849	56	7	KnowledgeSpace,huge,Skills,KST,person,Responses,R_epistemology	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-224434_how-can-an-acquired-knowledge-state-be-represented-mathematically.md
961	Q00314	3|2026-08-25T22:49:07	3-filename-datestamp		2026-08-25T22:49	phase_measure_theory	94409	53	3	SurmiseSystem,Entailment,SkillMap	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-224907_research-extraction-knowledge-spaces-doignon-falmagne.md
962	Q00315	3|2026-08-25T22:56:09	3-filename-datestamp		2026-08-25T22:56	phase_measure_theory	8480	31	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-225609_knowledge-is-not-merely-an-entity.md
963	Q00316	3|2026-08-25T22:59:49	3-filename-datestamp		2026-08-25T22:59	phase_measure_theory	16520	76	5	versus,Trajectory,Representation_1,Representation_2,tell	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-225949_knowledge-is-temporally-situated-and-potentially-evolving.md
964	Q00317	3|2026-08-25T23:01:51	3-filename-datestamp		2026-08-25T23:01	phase_measure_theory	19308	80	3	k_i,k_j,KB	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-230151_what-should-the-knowledgeos-kernel-contain.md
965	Q00318	3|2026-08-25T23:10:22	3-filename-datestamp		2026-08-25T23:10	phase_measure_theory	35029	84	10	k_3,Ax,R_ij,K_m,atom,Intrinsic,Phenomenon,very,large,Inverse	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-231022_probability-becomes-more-fundamental.md
966	Q00319	3|2026-08-25T23:16:29	3-filename-datestamp		2026-08-25T23:16	phase_measure_theory	17713	104	3	images,logs,image	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-231629_model-clarification-round.md
967	Q00320	3|2026-08-25T23:31:07	3-filename-datestamp		2026-08-25T23:31	phase_measure_theory	63248	194	7	Argumentation,m_n,Humanity,J_0,J_1,J_2,J_3	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233107_knowledge-qualification-problem-research-framework.md
968	Q00321	3|2026-08-25T23:31:12	3-filename-datestamp		2026-08-25T23:31	phase_measure_theory	8004	38	2	bridge,handle	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233112_evidence-connects-observation-to-facts.md
969	Q00322	3|2026-08-25T23:35:25	3-filename-datestamp		2026-08-25T23:35	phase_measure_theory	5144	21	1	Rules_t	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233525_justification-comes-from-predetermined-facts-and-rules.md
970	Q00323	3|2026-08-25T23:38:21	3-filename-datestamp		2026-08-25T23:38	phase_measure_theory	10602	42	8	ElectionResult,infer,review,Entitlements,ElectionRules,votes,LogicalFormula,MeasurableSet	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233821_logical-lens-round.md
971	Q00324	3|2026-08-25T23:39:50	3-filename-datestamp		2026-08-25T23:39	phase_measure_theory	15342	51	5	justifiedBy,assessedAs,Claim_j,h_n,earned	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233950_use-all-lenses-in-a-more-disciplined-mathematical-way.md
972	Q00325	3|2026-08-25T23:44:05	3-filename-datestamp		2026-08-25T23:44	phase_measure_theory	12856	34	2	F_3,F_4	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-234405_extraction-retrieves-material-determination-establishes-warrant.md
973	Q00326	3|2026-08-25T23:45:46	3-filename-datestamp		2026-08-25T23:45	phase_measure_theory	13605	78	14	Warrant,Reason_A,Reason_B,year,p_A,p_B,R_A,R_B,PreviousFacts,Reason_t,Reason_t+1,graded,Classical,Fuzzy	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-234546_refinement-of-the-model.md
974	Q00327	3|2026-08-25T23:47:27	3-filename-datestamp		2026-08-25T23:47	phase_measure_theory	5657	35	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-234727_better-formulation-of-the-position.md
975	Q00328	3|2026-08-25T23:51:05	3-filename-datestamp		2026-08-25T23:51	phase_measure_theory	7348	52	1	fuzzy	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235105_important-correction-to-the-framework.md
976	Q00329	3|2026-08-25T23:57:38	3-filename-datestamp		2026-08-25T23:57	phase_measure_theory	9379	37	1	trying	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235738_correction-to-the-synthesis-conclusion.md
977	Q00330	3|2026-08-25T23:57:54	3-filename-datestamp		2026-08-25T23:57	phase_measure_theory	18155	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235754_conditional-evidence-problem-research-synthesis.md
978	Q00331	3|2026-08-25T23:58:04	3-filename-datestamp		2026-08-25T23:58	phase_measure_theory	12746	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235804_kernel-problem-minimum-substrate-for-conditional-determination.md
979	Q00332	3|2026-08-25T23:58:55	3-filename-datestamp		2026-08-25T23:58	phase_measure_theory	11094	43	3	Dempster,Shafer,Acceptable	docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235855_determination-is-the-missing-mathematical-object.md
980	Q00333	3|2026-08-25T23:59:13	3-filename-datestamp		2026-08-25T23:59	phase_measure_theory	12746	0	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235913_kernel-problem-minimum-substrate-for-conditional-determination-duplicate.md
981	Q00334	3|2026-08-26T00:02:09	3-filename-datestamp		2026-08-26T00:02	phase_measure_theory	25624	135	15	U_R,Answer_R,C_t+1,Rep_R,Explain_R,R_emp,M_R,Update_R,Participant,U_DS,U_fuzzy,U_NMR,U_arg,U_EL	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
982	Q00335	3|2026-08-26T00:03:39	3-filename-datestamp		2026-08-26T00:03	phase_measure_theory	38372	135	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000339_conditional-evidence-and-reasoning-combine-v2-expanded.md
983	Q00336	3|2026-08-26T00:05:01	3-filename-datestamp		2026-08-26T00:05	phase_measure_theory	8611	4	3	Defensible,REASONING,DETERMINATION	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000501_business-example-of-the-conditional-problem.md
984	Q00337	3|2026-08-26T00:08:39	3-filename-datestamp		2026-08-26T00:08	phase_measure_theory	9989	56	12	IDEAL,COMPARISON,EXPECTATIONS,CRITERIA,i_n,HumanModel_t,NormativeModel_t,DomainModel_t,I_t-,Observed_t,Ideal_t,EXTRACTION	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000839_major-clarification-of-the-model.md
985	Q00338	3|2026-08-26T00:11:11	3-filename-datestamp		2026-08-26T00:11	phase_measure_theory	4609	19	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-001111_new-important-distinction-introduced.md
986	Q00339	3|2026-08-26T00:11:50	3-filename-datestamp		2026-08-26T00:11	phase_measure_theory	3767	20	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-001150_every-information-clarification.md
987	Q00340	3|2026-08-26T00:17:00	3-filename-datestamp		2026-08-26T00:17	phase_measure_theory	5870	33	1	RequiredState	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-001700_example-exposes-flaw-in-the-previous-model.md
988	Q00341	3|2026-08-26T00:21:16	3-filename-datestamp		2026-08-26T00:21	phase_measure_theory	5870	33	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-002116_example-exposes-flaw-in-the-previous-model-duplicate.md
989	Q00342	3|2026-08-26T00:25:17	3-filename-datestamp		2026-08-26T00:25	phase_measure_theory	5870	33	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-002517_example-exposes-flaw-in-the-previous-model-duplicate-2-ideal-state.md
990	Q00343	3|2026-08-26T00:28:28	3-filename-datestamp		2026-08-26T00:28	phase_measure_theory	9430	27	6	D_known,d_4,C_fact,C_coverage,C_model,Comparative	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-002828_very-important-refinement-of-the-model.md
991	Q00344	3|2026-08-26T00:28:57	3-filename-datestamp		2026-08-26T00:28	phase_measure_theory	5495	16	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-002857_the-key-distinction.md
992	Q00345	3|2026-08-26T00:32:42	3-filename-datestamp		2026-08-26T00:32	phase_measure_theory	14783	42	3	legal,Equivalent_Q,C_value	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-003242_where-we-started-model-challenge.md
993	Q00346	3|2026-08-26T00:40:57	3-filename-datestamp		2026-08-26T00:40	phase_measure_theory	25814	42	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-004057_dimensions-facts-and-values-model-challenge-expanded.md
994	Q00347	3|2026-08-26T00:43:02	3-filename-datestamp		2026-08-26T00:43	phase_measure_theory	7091	22	4	Values,d_11,d_15,Currently	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-004302_important-correction-to-the-model.md
995	Q00348	3|2026-08-26T00:51:08	3-filename-datestamp		2026-08-26T00:51	phase_measure_theory	7091	22	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-005108_important-correction-to-the-model-duplicate.md
996	Q00349	3|2026-08-26T01:59:13	3-filename-datestamp		2026-08-26T01:59	phase_measure_theory	9858	30	4	Information_t+1,K_Monday,K_Tuesday,Threat	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-015913_conceptual-problems-solved-but-not-all.md
997	Q00350	3|2026-08-26T10:23:07	3-filename-datestamp		2026-08-26T10:23	phase_measure_theory	112796	253	8	I_Mon,I_Tue,O_Mon,D_Mon,d_new,K_Mon,K_Tue,Reasons	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102307_important-correction-to-the-model-extended-full-thread.md
998	Q00351	3|2026-08-26T10:23:37	3-filename-datestamp		2026-08-26T10:23	phase_measure_theory	14658	15	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102337_most-important-correction-review-of-research-summary.md
999	Q00352	3|2026-08-26T10:24:12	3-filename-datestamp		2026-08-26T10:24	phase_measure_theory	10796	3	2	Social,social	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102412_second-research-synthesis-fits-earlier-position.md
1000	Q00353	3|2026-08-26T10:24:58	3-filename-datestamp		2026-08-26T10:24	phase_measure_theory	5843	19	6	d_5,d_6,d_7,Statement_t,Statement_t+1,Document_t	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102458_close-to-what-you-have-been-describing.md
1001	Q00354	3|2026-08-26T10:32:45	3-filename-datestamp		2026-08-26T10:32	phase_measure_theory	10995	23	5	D_observed,Outdated,D_unknown,VersionStatus,Parsing	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103245_promising-direction-analysing-your-sentence.md
1002	Q00355	3|2026-08-26T10:32:49	3-filename-datestamp		2026-08-26T10:32	phase_measure_theory	9577	17	2	Token,SemanticToken	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103249_sanskrit-grammar-lens-can-help-significantly.md
1003	Q00356	3|2026-08-26T10:35:08	3-filename-datestamp		2026-08-26T10:35	phase_measure_theory	8280	25	4	NewInformation,NewDimension,Tokens,roles	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103508_a-dimension-is-an-aspect-along-which-a-state-is-characterized.md
1004	Q00357	3|2026-08-26T10:39:46	3-filename-datestamp		2026-08-26T10:39	phase_measure_theory	8071	28	2	Version_installed,Version_required	docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103946_state-of-knowledge-depends-on-its-known-dimensions.md
1005	Q00358	3|2026-08-26T10:40:02	3-filename-datestamp		2026-08-26T10:40	phase_measure_theory	8071	28	0		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-104002_state-of-knowledge-depends-on-its-known-dimensions-duplicate.md
