symbol	n_docs	birth_doc	birth_order_key	birth_step	birth_mtime	birth_lane	mtime_first_doc	mtime_first_mtime	order_disagrees	birth_path
ALREADY	2	Q01053	2|2026-09-01		2026-09-01T01:21	phase_measure_theory	Q01053	2026-09-01T01:21		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/22-EXTERNAL-RESEARCH-GITA-THEORY-REVIEW-AND-GAP-OPTIMIZATION.md
import	2	Q01053	2|2026-09-01		2026-09-01T01:21	phase_measure_theory	Q01053	2026-09-01T01:21		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/22-EXTERNAL-RESEARCH-GITA-THEORY-REVIEW-AND-GAP-OPTIMIZATION.md
yield	2	Q01053	2|2026-09-01		2026-09-01T01:21	phase_measure_theory	Q01053	2026-09-01T01:21		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/22-EXTERNAL-RESEARCH-GITA-THEORY-REVIEW-AND-GAP-OPTIMIZATION.md
Distinctions	2	Q01053	2|2026-09-01		2026-09-01T01:21	phase_measure_theory	Q01053	2026-09-01T01:21		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/22-EXTERNAL-RESEARCH-GITA-THEORY-REVIEW-AND-GAP-OPTIMIZATION.md
costs	2	Q01056	2|2026-09-01		2026-09-01T01:51	phase_measure_theory	Q01056	2026-09-01T01:51		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/25-GITA-TRACK-CLOSED-CH-17-18-05-AND-THE-GUNA-FORK.md
drop	2	Q01056	2|2026-09-01		2026-09-01T01:51	phase_measure_theory	Q01056	2026-09-01T01:51		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/25-GITA-TRACK-CLOSED-CH-17-18-05-AND-THE-GUNA-FORK.md
Insufficiency	2	Q01057	2|2026-09-01		2026-09-01T02:00	phase_measure_theory	Q00429	2026-08-26T17:57	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/26-THE-KERNEL-SIMULATION-AUDITED-AND-CH-04-03.md
FAILS	2	Q01059	2|2026-09-01		2026-09-01T02:10	phase_measure_theory	Q01489	2026-08-31T00:26	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/28-CH-01-FAILURE-MODES-AND-THE-GITA-TRACK-CLOSED.md
glyph	2	Q01059	2|2026-09-01		2026-09-01T02:10	phase_measure_theory	Q01059	2026-09-01T02:10		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/28-CH-01-FAILURE-MODES-AND-THE-GITA-TRACK-CLOSED.md
CODE	2	Q01060	2|2026-09-01		2026-09-01T02:15	phase_measure_theory	Q01060	2026-09-01T02:15		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/29-TWO-SYNTHESES-AND-THE-STEP-NUMBER-COLLISION.md
INDEPENDENTLY	2	Q01060	2|2026-09-01		2026-09-01T02:15	phase_measure_theory	Q01060	2026-09-01T02:15		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/29-TWO-SYNTHESES-AND-THE-STEP-NUMBER-COLLISION.md
say	2	Q01060	2|2026-09-01		2026-09-01T02:15	phase_measure_theory	Q01060	2026-09-01T02:15		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/29-TWO-SYNTHESES-AND-THE-STEP-NUMBER-COLLISION.md
shapes	2	Q01061	2|2026-09-01		2026-09-01T02:26	phase_measure_theory	Q01061	2026-09-01T02:26		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/31-STATE-VOCABULARY-THE-OPERATOR-CONTRACT-AND-SIX-COLLISIONS.md
OUTSIDE	2	Q01062	2|2026-09-01		2026-09-01T02:26	phase_measure_theory	Q01062	2026-09-01T02:26		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/30-THE-EIGHT-PRIMITIVES-HOLD-CONVERGENCE-ON-THE-ANSWER.md
BOTH	2	Q01062	2|2026-09-01		2026-09-01T02:26	phase_measure_theory	Q01062	2026-09-01T02:26		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/30-THE-EIGHT-PRIMITIVES-HOLD-CONVERGENCE-ON-THE-ANSWER.md
stand	2	Q01062	2|2026-09-01		2026-09-01T02:26	phase_measure_theory	Q01013	2026-08-31T22:53	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/30-THE-EIGHT-PRIMITIVES-HOLD-CONVERGENCE-ON-THE-ANSWER.md
faster	2	Q01063	2|2026-09-01		2026-09-01T02:44	phase_measure_theory	Q01063	2026-09-01T02:44		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/32-THE-LANE-TURNS-ABSORPTION-NOT-ADJUDICATION.md
SEVEN	2	Q01063	2|2026-09-01		2026-09-01T02:44	phase_measure_theory	Q01063	2026-09-01T02:44		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/32-THE-LANE-TURNS-ABSORPTION-NOT-ADJUDICATION.md
assess	2	Q01064	2|2026-09-01		2026-09-01T02:51	phase_measure_theory	Q01064	2026-09-01T02:51		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/33-A-LIVE-ADJUDICATION-AND-THE-INHERITED-GATES.md
FINDINGS	2	Q01064	2|2026-09-01		2026-09-01T02:51	phase_measure_theory	Q01064	2026-09-01T02:51		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/33-A-LIVE-ADJUDICATION-AND-THE-INHERITED-GATES.md
TWICE	2	Q01065	2|2026-09-01		2026-09-01T02:55	phase_measure_theory	Q01065	2026-09-01T02:55		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/34-THE-UNSCHEDULABLE-PROGRAMME-AND-THE-DIMENSION-MODEL.md
SPECIFIC	2	Q01067	2|2026-09-01		2026-09-01T02:57	phase_measure_theory	Q01324	2026-08-30T21:09	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/35-A-CANDIDATE-CARRIER-FOR-THE-MISSINGNESS-DEFECT.md
STRUCTURE	2	Q01067	2|2026-09-01		2026-09-01T02:57	phase_measure_theory	Q01067	2026-09-01T02:57		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/35-A-CANDIDATE-CARRIER-FOR-THE-MISSINGNESS-DEFECT.md
POPULATION	2	Q01067	2|2026-09-01		2026-09-01T02:57	phase_measure_theory	Q01067	2026-09-01T02:57		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/35-A-CANDIDATE-CARRIER-FOR-THE-MISSINGNESS-DEFECT.md
VALUE	2	Q01067	2|2026-09-01		2026-09-01T02:57	phase_measure_theory	Q00470	2026-08-27T09:42	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/35-A-CANDIDATE-CARRIER-FOR-THE-MISSINGNESS-DEFECT.md
ITS	2	Q01069	2|2026-09-01		2026-09-01T12:54	phase_measure_theory	Q01069	2026-09-01T12:54		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/36-THE-PROBABILITY-SPACE-RE-RAISED-AND-THE-TOPOLOGICAL-LENS.md
COMPONENTS	2	Q01069	2|2026-09-01		2026-09-01T12:54	phase_measure_theory	Q01069	2026-09-01T12:54		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/36-THE-PROBABILITY-SPACE-RE-RAISED-AND-THE-TOPOLOGICAL-LENS.md
DECLINED	2	Q01069	2|2026-09-01		2026-09-01T12:54	phase_measure_theory	Q01069	2026-09-01T12:54		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/36-THE-PROBABILITY-SPACE-RE-RAISED-AND-THE-TOPOLOGICAL-LENS.md
SINGLE	2	Q01069	2|2026-09-01		2026-09-01T12:54	phase_measure_theory	Q01069	2026-09-01T12:54		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/36-THE-PROBABILITY-SPACE-RE-RAISED-AND-THE-TOPOLOGICAL-LENS.md
SHARPENED	2	Q01069	2|2026-09-01		2026-09-01T12:54	phase_measure_theory	Q01069	2026-09-01T12:54		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/36-THE-PROBABILITY-SPACE-RE-RAISED-AND-THE-TOPOLOGICAL-LENS.md
tells	2	Q01070	2|2026-09-01		2026-09-01T12:54	phase_measure_theory	Q01070	2026-09-01T12:54		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/17-GITA-PHILOSOPHY-VS-MATHEMATICAL-AND-STATISTICAL-MODELLING.md
INFORMATION	2	Q01070	2|2026-09-01		2026-09-01T12:54	phase_measure_theory	Q00336	2026-08-26T00:05	YES	docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/17-GITA-PHILOSOPHY-VS-MATHEMATICAL-AND-STATISTICAL-MODELLING.md
axes	2	Q01070	2|2026-09-01		2026-09-01T12:54	phase_measure_theory	Q01070	2026-09-01T12:54		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/17-GITA-PHILOSOPHY-VS-MATHEMATICAL-AND-STATISTICAL-MODELLING.md
LOSS	2	Q01070	2|2026-09-01		2026-09-01T12:54	phase_measure_theory	Q01070	2026-09-01T12:54		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/17-GITA-PHILOSOPHY-VS-MATHEMATICAL-AND-STATISTICAL-MODELLING.md
stage	2	Q01071	2|2026-09-01		2026-09-01T12:56	phase_measure_theory	Q01071	2026-09-01T12:56		docs/knowledgeos/brainstorming/phase_measure_theory/knowledgeos_kernel/research/37-TWO-CORRECTIONS-AND-THE-CONVERGENCE-PROTOCOL.md
State_R	2	Q00305	3|2026-08-25T21:48:33		2026-08-25T21:48	phase_measure_theory	Q00305	2026-08-25T21:48		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-214833_knowledge-is-probably-not-the-kernel-object.md
Reconstruct_R	2	Q00305	3|2026-08-25T21:48:33		2026-08-25T21:48	phase_measure_theory	Q00305	2026-08-25T21:48		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-214833_knowledge-is-probably-not-the-kernel-object.md
Devices	2	Q00305	3|2026-08-25T21:48:33		2026-08-25T21:48	phase_measure_theory	Q00305	2026-08-25T21:48		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-214833_knowledge-is-probably-not-the-kernel-object.md
DerivedMeaning	2	Q00307	3|2026-08-25T21:58:31		2026-08-25T21:58	phase_measure_theory	Q00307	2026-08-25T21:58		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-215831_refusal-research-hypothesis-must-not-become-frozen-kernel-contract.md
SubstrateFact	2	Q00307	3|2026-08-25T21:58:31		2026-08-25T21:58	phase_measure_theory	Q00307	2026-08-25T21:58		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-215831_refusal-research-hypothesis-must-not-become-frozen-kernel-contract.md
prop	2	Q00309	3|2026-08-25T22:09:41		2026-08-25T22:09	phase_measure_theory	Q00309	2026-08-25T22:09		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-220941_the-tuple-is-reasonable-but-not-yet-proven.md
ctx	2	Q00309	3|2026-08-25T22:09:41		2026-08-25T22:09	phase_measure_theory	Q00309	2026-08-25T22:09		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-220941_the-tuple-is-reasonable-but-not-yet-proven.md
Ability	2	Q00312	3|2026-08-25T22:29:15		2026-08-25T22:29	phase_measure_theory	Q00312	2026-08-25T22:29		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-222915_session-1-not-executing-continuously-process-observation.md
Pritchard	2	Q00312	3|2026-08-25T22:29:15		2026-08-25T22:29	phase_measure_theory	Q00312	2026-08-25T22:29		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-222915_session-1-not-executing-continuously-process-observation.md
person	2	Q00313	3|2026-08-25T22:44:34		2026-08-25T22:44	phase_measure_theory	Q00313	2026-08-25T22:44		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-224434_how-can-an-acquired-knowledge-state-be-represented-mathematically.md
k_j	2	Q00317	3|2026-08-25T23:01:51		2026-08-25T23:01	phase_measure_theory	Q00317	2026-08-25T23:01		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-230151_what-should-the-knowledgeos-kernel-contain.md
Ax	2	Q00318	3|2026-08-25T23:10:22		2026-08-25T23:10	phase_measure_theory	Q00318	2026-08-25T23:10		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-231022_probability-becomes-more-fundamental.md
R_ij	2	Q00318	3|2026-08-25T23:10:22		2026-08-25T23:10	phase_measure_theory	Q00318	2026-08-25T23:10		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-231022_probability-becomes-more-fundamental.md
Intrinsic	2	Q00318	3|2026-08-25T23:10:22		2026-08-25T23:10	phase_measure_theory	Q00318	2026-08-25T23:10		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-231022_probability-becomes-more-fundamental.md
Argumentation	2	Q00320	3|2026-08-25T23:31:07		2026-08-25T23:31	phase_measure_theory	Q00320	2026-08-25T23:31		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233107_knowledge-qualification-problem-research-framework.md
m_n	2	Q00320	3|2026-08-25T23:31:07		2026-08-25T23:31	phase_measure_theory	Q00320	2026-08-25T23:31		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233107_knowledge-qualification-problem-research-framework.md
J_0	2	Q00320	3|2026-08-25T23:31:07		2026-08-25T23:31	phase_measure_theory	Q00320	2026-08-25T23:31		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233107_knowledge-qualification-problem-research-framework.md
J_1	2	Q00320	3|2026-08-25T23:31:07		2026-08-25T23:31	phase_measure_theory	Q00320	2026-08-25T23:31		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233107_knowledge-qualification-problem-research-framework.md
J_2	2	Q00320	3|2026-08-25T23:31:07		2026-08-25T23:31	phase_measure_theory	Q00320	2026-08-25T23:31		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233107_knowledge-qualification-problem-research-framework.md
handle	2	Q00321	3|2026-08-25T23:31:12		2026-08-25T23:31	phase_measure_theory	Q00321	2026-08-25T23:31		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233112_evidence-connects-observation-to-facts.md
votes	2	Q00323	3|2026-08-25T23:38:21		2026-08-25T23:38	phase_measure_theory	Q00323	2026-08-25T23:38		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-233821_logical-lens-round.md
graded	2	Q00326	3|2026-08-25T23:45:46		2026-08-25T23:45	phase_measure_theory	Q00326	2026-08-25T23:45		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-234546_refinement-of-the-model.md
Fuzzy	2	Q00326	3|2026-08-25T23:45:46		2026-08-25T23:45	phase_measure_theory	Q00326	2026-08-25T23:45		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-234546_refinement-of-the-model.md
Dempster	2	Q00332	3|2026-08-25T23:58:55		2026-08-25T23:58	phase_measure_theory	Q00332	2026-08-25T23:58		docs/knowledgeos/brainstorming/phase_measure_theory/20260825-235855_determination-is-the-missing-mathematical-object.md
U_R	2	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
Answer_R	2	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
Rep_R	2	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
Explain_R	2	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
R_emp	2	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
Update_R	2	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
U_DS	2	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
U_fuzzy	2	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
U_NMR	2	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
U_arg	2	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
U_EL	2	Q00334	3|2026-08-26T00:02:09		2026-08-26T00:02	phase_measure_theory	Q00334	2026-08-26T00:02		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000209_conditional-evidence-and-reasoning-combine-v1.md
REASONING	2	Q00336	3|2026-08-26T00:05:01		2026-08-26T00:05	phase_measure_theory	Q00336	2026-08-26T00:05		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000501_business-example-of-the-conditional-problem.md
i_n	2	Q00337	3|2026-08-26T00:08:39		2026-08-26T00:08	phase_measure_theory	Q00337	2026-08-26T00:08		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000839_major-clarification-of-the-model.md
I_t-	2	Q00337	3|2026-08-26T00:08:39		2026-08-26T00:08	phase_measure_theory	Q00337	2026-08-26T00:08		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-000839_major-clarification-of-the-model.md
Comparative	2	Q00343	3|2026-08-26T00:28:28		2026-08-26T00:28	phase_measure_theory	Q00343	2026-08-26T00:28		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-002828_very-important-refinement-of-the-model.md
legal	2	Q00345	3|2026-08-26T00:32:42		2026-08-26T00:32	phase_measure_theory	Q00345	2026-08-26T00:32		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-003242_where-we-started-model-challenge.md
Equivalent_Q	2	Q00345	3|2026-08-26T00:32:42		2026-08-26T00:32	phase_measure_theory	Q00345	2026-08-26T00:32		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-003242_where-we-started-model-challenge.md
C_value	2	Q00345	3|2026-08-26T00:32:42		2026-08-26T00:32	phase_measure_theory	Q00345	2026-08-26T00:32		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-003242_where-we-started-model-challenge.md
d_15	2	Q00347	3|2026-08-26T00:43:02		2026-08-26T00:43	phase_measure_theory	Q00347	2026-08-26T00:43		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-004302_important-correction-to-the-model.md
K_Monday	2	Q00349	3|2026-08-26T01:59:13		2026-08-26T01:59	phase_measure_theory	Q00349	2026-08-26T01:59		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-015913_conceptual-problems-solved-but-not-all.md
K_Tuesday	2	Q00349	3|2026-08-26T01:59:13		2026-08-26T01:59	phase_measure_theory	Q00349	2026-08-26T01:59		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-015913_conceptual-problems-solved-but-not-all.md
I_Tue	2	Q00350	3|2026-08-26T10:23:07		2026-08-26T10:23	phase_measure_theory	Q00350	2026-08-26T10:23		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102307_important-correction-to-the-model-extended-full-thread.md
social	2	Q00352	3|2026-08-26T10:24:12		2026-08-26T10:24	phase_measure_theory	Q00352	2026-08-26T10:24		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-102412_second-research-synthesis-fits-earlier-position.md
D_observed	2	Q00354	3|2026-08-26T10:32:45		2026-08-26T10:32	phase_measure_theory	Q00354	2026-08-26T10:32		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103245_promising-direction-analysing-your-sentence.md
Token	2	Q00355	3|2026-08-26T10:32:49		2026-08-26T10:32	phase_measure_theory	Q00355	2026-08-26T10:32		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103249_sanskrit-grammar-lens-can-help-significantly.md
NewInformation	2	Q00356	3|2026-08-26T10:35:08		2026-08-26T10:35	phase_measure_theory	Q00356	2026-08-26T10:35		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103508_a-dimension-is-an-aspect-along-which-a-state-is-characterized.md
Version_installed	2	Q00357	3|2026-08-26T10:39:46		2026-08-26T10:39	phase_measure_theory	Q00357	2026-08-26T10:39		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103946_state-of-knowledge-depends-on-its-known-dimensions.md
Version_required	2	Q00357	3|2026-08-26T10:39:46		2026-08-26T10:39	phase_measure_theory	Q00357	2026-08-26T10:39		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-103946_state-of-knowledge-depends-on-its-known-dimensions.md
Mithya	2	Q00363	3|2026-08-26T11:10:26		2026-08-26T11:10	phase_measure_theory	Q00363	2026-08-26T11:10		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-111026_metaphor-change-for-the-model.md
remote	2	Q00364	3|2026-08-26T11:17:21		2026-08-26T11:17	phase_measure_theory	Q00364	2026-08-26T11:17		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-111721_research-synthesis-upanishads-as-lens-on-infinite-knowledge-space.md
Creation	2	Q00364	3|2026-08-26T11:17:21		2026-08-26T11:17	phase_measure_theory	Q00364	2026-08-26T11:17		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-111721_research-synthesis-upanishads-as-lens-on-infinite-knowledge-space.md
Latent	2	Q00364	3|2026-08-26T11:17:21		2026-08-26T11:17	phase_measure_theory	Q00364	2026-08-26T11:17		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-111721_research-synthesis-upanishads-as-lens-on-infinite-knowledge-space.md
KnownDimension	2	Q00365	3|2026-08-26T11:21:28		2026-08-26T11:21	phase_measure_theory	Q00365	2026-08-26T11:21		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-112128_zero-lens-as-foundational-epistemic-and-architectural-lens.md
d_13	2	Q00365	3|2026-08-26T11:21:28		2026-08-26T11:21	phase_measure_theory	Q00365	2026-08-26T11:21		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-112128_zero-lens-as-foundational-epistemic-and-architectural-lens.md
d_42	2	Q00365	3|2026-08-26T11:21:28		2026-08-26T11:21	phase_measure_theory	Q00365	2026-08-26T11:21		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-112128_zero-lens-as-foundational-epistemic-and-architectural-lens.md
Performed	2	Q00365	3|2026-08-26T11:21:28		2026-08-26T11:21	phase_measure_theory	Q00365	2026-08-26T11:21		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-112128_zero-lens-as-foundational-epistemic-and-architectural-lens.md
Collection	2	Q00368	3|2026-08-26T11:40:50		2026-08-26T11:40	phase_measure_theory	Q00368	2026-08-26T11:40		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114050_ganapati-atharvashirsha-reading.md
SecurityRisk	2	Q00368	3|2026-08-26T11:40:50		2026-08-26T11:40	phase_measure_theory	Q00368	2026-08-26T11:40		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114050_ganapati-atharvashirsha-reading.md
expand	2	Q00372	3|2026-08-26T11:49:48		2026-08-26T11:49	phase_measure_theory	Q00372	2026-08-26T11:49		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114948_ganapati-atharvashirsha-synthesis-review.md
multi	2	Q00372	3|2026-08-26T11:49:48		2026-08-26T11:49	phase_measure_theory	Q00372	2026-08-26T11:49		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-114948_ganapati-atharvashirsha-synthesis-review.md
RuleSet	2	Q00373	3|2026-08-26T11:57:11		2026-08-26T11:57	phase_measure_theory	Q00373	2026-08-26T11:57		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-115711_what-exactly-is-the-ideal-state.md
I_Nab	2	Q00381	3|2026-08-26T13:55:15		2026-08-26T13:55	phase_measure_theory	Q00381	2026-08-26T13:55		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135515_gita-chapter-1-as-first-observation.md
Dhritarashtra	2	Q00381	3|2026-08-26T13:55:15		2026-08-26T13:55	phase_measure_theory	Q00381	2026-08-26T13:55		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135515_gita-chapter-1-as-first-observation.md
Knowledge_Battlefield	2	Q00381	3|2026-08-26T13:55:15		2026-08-26T13:55	phase_measure_theory	Q00381	2026-08-26T13:55		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135515_gita-chapter-1-as-first-observation.md
Positioning	2	Q00381	3|2026-08-26T13:55:15		2026-08-26T13:55	phase_measure_theory	Q00381	2026-08-26T13:55		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135515_gita-chapter-1-as-first-observation.md
ObservedState_Arjuna	2	Q00381	3|2026-08-26T13:55:15		2026-08-26T13:55	phase_measure_theory	Q00381	2026-08-26T13:55		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135515_gita-chapter-1-as-first-observation.md
PossibleState	2	Q00381	3|2026-08-26T13:55:15		2026-08-26T13:55	phase_measure_theory	Q00381	2026-08-26T13:55		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135515_gita-chapter-1-as-first-observation.md
IdealState_t+1	2	Q00381	3|2026-08-26T13:55:15		2026-08-26T13:55	phase_measure_theory	Q00381	2026-08-26T13:55		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135515_gita-chapter-1-as-first-observation.md
Seeing	2	Q00381	3|2026-08-26T13:55:15		2026-08-26T13:55	phase_measure_theory	Q00381	2026-08-26T13:55		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-135515_gita-chapter-1-as-first-observation.md
I_N	2	Q00384	3|2026-08-26T14:01:37		2026-08-26T14:01	phase_measure_theory	Q00384	2026-08-26T14:01		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-140137_two-epistemic-layers-as-strong-architecture.md
Understanding_t	2	Q00384	3|2026-08-26T14:01:37		2026-08-26T14:01	phase_measure_theory	Q00384	2026-08-26T14:01		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-140137_two-epistemic-layers-as-strong-architecture.md
Driven	2	Q00385	3|2026-08-26T14:28:56		2026-08-26T14:28	phase_measure_theory	Q00385	2026-08-26T14:28		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-142856_validating-and-formalizing-the-principles.md
Meaningful	2	Q00385	3|2026-08-26T14:28:56		2026-08-26T14:28	phase_measure_theory	Q00385	2026-08-26T14:28		docs/knowledgeos/brainstorming/phase_measure_theory/20260826-142856_validating-and-formalizing-the-principles.md
